individual name,age in years or age-sex category,forearm length (cm),actual gap crossed (AGC) (m),crossing behaviour,takeoff support
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,S,trunk
Milo,9,"31,26",1,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",2,R+APP,liana
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,S,liana
Milo,9,"31,26",1,R+APP,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",2,S,branch
Milo,9,"31,26",3,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",3,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,S,trunk
Milo,9,"31,26",0,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",2,R+APP,branch
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,S+APP,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",2,S,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",3,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",0,R,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,liana
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",4,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",3,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",4,S+APP,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",3,R+APP,trunk
Milo,9,"31,26",4,R+APP,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",4,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",3,S,liana
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",3,R+APP,trunk
Milo,9,"31,26",5,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,liana
Milo,9,"31,26",1,NCU,liana
Milo,9,"31,26",1,NCU,liana
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R+APP,liana
Milo,9,"31,26",2,R+APP,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",4,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",3,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R+APP,branch
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",4,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",4,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",0,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,liana
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,S,liana
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",5,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,S+APP,trunk
Milo,9,"31,26",2,S+APP,trunk
Milo,9,"31,26",1,S,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",5,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,branch
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R+APP,branch
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",5,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",2,R,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",2,R+APP,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,APP,liana
Milo,9,"31,26",1,APP,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",0,NCU,branch
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R+APP,liana
Milo,9,"31,26",1,R,liana
Milo,9,"31,26",2,R,branch
Milo,9,"31,26",1,R+APP,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",3,S,trunk
Milo,9,"31,26",1,NCU,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",3,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",2,R,trunk
Milo,9,"31,26",1,R,trunk
Milo,9,"31,26",1,APP,branch
Milo,9,"31,26",1,NCU,branch
Milo,9,"31,26",0,NCU,liana
Milo,9,"31,26",3,R+APP,trunk
Milo,9,"31,26",3,R+APP,trunk
